timestamp,market_cap
1483676820000,18433000000.0
1483763220000,15680700000.0
1483849620000,17443000000.0
1483936020000,16678300000.0
1484022420000,17022900000.0
1484108820000,17205700000.0
1484195220000,14717600000.0
1484281620000,14944100000.0
1484368020000,15571700000.0
1484454420000,15595000000.0
1484540820000,15742400000.0
1484627220000,16166300000.0
1484713620000,16951600000.0
1484800020000,16828200000.0
1484886420000,16929000000.0
1484972820000,17363900000.0
1485059220000,17681800000.0
1485145620000,17398700000.0
1485232020000,17378700000.0
1485318420000,17054100000.0
1485404820000,17134500000.0
1485491220000,17338700000.0
1485577620000,17434400000.0
1485664020000,17485200000.0
1485750420000,17486800000.0
1485836820000,17516500000.0
1485923220000,18438300000.0
1486009620000,18603000000.0
1486096020000,19342100000.0
1486182420000,19320600000.0
1486268820000,19597500000.0
1486355220000,19529000000.0
1486441620000,19715400000.0
1486528020000,20313900000.0
1486614420000,20467900000.0
1486700820000,18528300000.0
1486787220000,18841100000.0
1486873620000,18893400000.0
1486960020000,18908700000.0
1487046420000,18769100000.0
1487132820000,19132200000.0
1487219220000,19314800000.0
1487305620000,19561100000.0
1487392020000,19959400000.0
1487478420000,19905500000.0
1487564820000,19779400000.0
1487651220000,20284800000.0
1487737620000,20754300000.0
1487824020000,20958700000.0
1487910420000,22358600000.0
1487996820000,21847300000.0
1488083220000,21361100000.0
1488169620000,22021400000.0
1488256020000,22197700000.0
1488342420000,22404300000.0
1488428820000,23204200000.0
1488515220000,24119400000.0
1488601620000,24477900000.0
1488688020000,23957100000.0
1488774420000,24261300000.0
1488860820000,24429300000.0
1488947220000,22987300000.0
1489033620000,22148800000.0
1489120020000,23027100000.0
1489206420000,22360300000.0
1489292820000,23309900000.0
1489379220000,24637800000.0
1489465620000,24962000000.0
1489552020000,25272800000.0
1489638420000,26675300000.0
1489724820000,25544700000.0
1489811220000,24361200000.0
1489897620000,22578600000.0
1489984020000,24047800000.0
1490070420000,24496700000.0
1490156820000,24795400000.0
1490243220000,23762300000.0
1490329620000,23676700000.0
1490416020000,22704400000.0
1490502420000,23363400000.0
1490588820000,23796500000.0
1490675220000,24491000000.0
1490761620000,24555100000.0
1490848020000,25024900000.0
1490934420000,25246800000.0
1491020820000,25779200000.0
1491107220000,26108300000.0
1491193620000,27582600000.0
1491280020000,27085800000.0
1491366420000,27278100000.0
1491452820000,27244900000.0
1491539220000,27415100000.0
1491625620000,27663700000.0
1491712020000,27843200000.0
1491798420000,27803300000.0
1491884820000,27976200000.0
1491971220000,28233400000.0
1492057620000,28862400000.0
1492144020000,28527700000.0
1492230420000,28258100000.0
1492316820000,28814500000.0
1492403220000,28717900000.0
1492489620000,29291400000.0
1492576020000,29635600000.0
1492662420000,29326700000.0
1492748820000,29771300000.0
1492835220000,29781400000.0
1492921620000,29791500000.0
1493008020000,29802400000.0
1493094420000,30697200000.0
1493180820000,31116300000.0
1493267220000,31816900000.0
1493353620000,33907500000.0
1493440020000,34997500000.0
1493526420000,35381500000.0
1493612820000,37753000000.0
1493699220000,38307500000.0
1493785620000,38681300000.0
1493872020000,40779400000.0
1493958420000,45856800000.0
1494044820000,45624700000.0
1494131220000,46398200000.0
1494217620000,50528800000.0
1494304020000,52143700000.0
1494390420000,52618100000.0
1494476820000,52147300000.0
1494563220000,53641400000.0
1494649620000,51855900000.0
1494736020000,55217300000.0
1494822420000,55222300000.0
1494908820000,56057800000.0
1494995220000,60850900000.0
1495081620000,61922800000.0
1495168020000,65221500000.0
1495254420000,68749500000.0
1495340820000,71962300000.0
1495427220000,76598000000.0
1495513620000,78123900000.0
1495600020000,85389000000.0
1495686420000,85380400000.0
1495772820000,81920800000.0
1495859220000,70452100000.0
1495945620000,73911400000.0
1496032020000,70987200000.0
1496118420000,79729800000.0
1496204820000,77165200000.0
1496291220000,85334300000.0
1496377620000,89250500000.0
1496464020000,89024200000.0
1496550420000,90342600000.0
1496636820000,94211200000.0
1496723220000,99937200000.0
1496809620000,102288000000.0
1496896020000,99832700000.0
1496982420000,102532000000.0
1497068820000,105403000000.0
1497155220000,109537000000.0
1497241620000,114041000000.0
1497328020000,110837000000.0
1497414420000,115748000000.0
1497500820000,104547000000.0
1497587220000,103344000000.0
1497673620000,108672000000.0
1497760020000,112669000000.0
1497846420000,111942000000.0
1497932820000,114185000000.0
1498019220000,114268000000.0
1498105620000,110040000000.0
1498192020000,111284000000.0
1498278420000,114745000000.0
1498364820000,108831000000.0
1498451220000,106617000000.0
1498537620000,98524500000.0
1498624020000,99545300000.0
1498710420000,106506000000.0
1498796820000,101957000000.0
1498883220000,98271200000.0
1498969620000,93246700000.0
1499056020000,98671400000.0
1499142420000,102943000000.0
1499228820000,100565000000.0
1499315220000,101187000000.0
1499401620000,100194000000.0
1499488020000,93357300000.0
1499574420000,97273600000.0
1499660820000,92991000000.0
1499747220000,80088500000.0
1499833620000,79800900000.0
1499920020000,88712000000.0
1500006420000,82997900000.0
1500092820000,75706300000.0
1500179220000,71195400000.0
1500265620000,69530200000.0
1500352020000,75995100000.0
1500438420000,85334200000.0
1500524820000,83588100000.0
1500611220000,93377000000.0
1500697620000,93073900000.0
1500784020000,96719600000.0
1500870420000,94741900000.0
1500956820000,95373600000.0
1501043220000,86693700000.0
1501129620000,88351300000.0
1501216020000,89835700000.0
1501302420000,86794900000.0
1501388820000,89472900000.0
1501475220000,88223100000.0
1501561620000,93531900000.0
1501648020000,100498000000.0
1501734420000,101281000000.0
1501820820000,101857000000.0
1501907220000,106573000000.0
1501993620000,112499000000.0
1502080020000,113271000000.0
1502166420000,120260000000.0
1502252820000,124904000000.0
1502339220000,120903000000.0
1502425620000,124107000000.0
1502512020000,131584000000.0
1502598420000,135600000000.0
1502684820000,136650000000.0
1502771220000,139936000000.0
1502857620000,135084000000.0
1502944020000,140256000000.0
1503030420000,143971000000.0
1503116820000,143236000000.0
1503203220000,145565000000.0
1503289620000,145177000000.0
1503376020000,136594000000.0
1503462420000,150665000000.0
1503548820000,149823000000.0
1503635220000,153819000000.0
1503721620000,154417000000.0
1503808020000,156334000000.0
1503894420000,154506000000.0
1503980820000,160916000000.0
1504067220000,166522000000.0
1504153620000,168560000000.0
1504240020000,173761000000.0
1504326420000,175690000000.0
1504412820000,168500000000.0
1504499220000,162753000000.0
1504585620000,137724000000.0
1504672020000,156329000000.0
1504758420000,159015000000.0
1504844820000,163326000000.0
1504931220000,145997000000.0
1505017620000,143607000000.0
1505104020000,145939000000.0
1505190420000,149536000000.0
1505276820000,136178000000.0
1505363220000,133873000000.0
1505449620000,115132000000.0
1505536020000,127231000000.0
1505622420000,120921000000.0
1505708820000,128408000000.0
1505795220000,136719000000.0
1505881620000,132963000000.0
1505968020000,132970000000.0
1506054420000,128225000000.0
1506140820000,126763000000.0
1506227220000,130624000000.0
1506313620000,132120000000.0
1506400020000,136497000000.0
1506486420000,137347000000.0
1506572820000,145625000000.0
1506659220000,139677000000.0
1506745620000,143930000000.0
1506832020000,146529000000.0
1506918420000,149830000000.0
1507004820000,148925000000.0
1507091220000,145420000000.0
1507177620000,141178000000.0
1507264020000,146174000000.0
1507350420000,148613000000.0
1507436820000,149253000000.0
1507523220000,151119000000.0
1507609620000,152436000000.0
1507696020000,153044000000.0
1507782420000,156191000000.0
1507868820000,170763000000.0
1507955220000,174219000000.0
1508041620000,175903000000.0
1508128020000,173105000000.0
1508214420000,170807000000.0
1508300820000,168408000000.0
1508387220000,169636000000.0
1508473620000,170598000000.0
1508560020000,175056000000.0
1508646420000,170438000000.0
1508732820000,170938000000.0
1508819220000,167966000000.0
1508905620000,165167000000.0
1508992020000,169280000000.0
1509078420000,171628000000.0
1509164820000,169039000000.0
1509251220000,170142000000.0
1509337620000,178752000000.0
1509424020000,179121000000.0
1509510420000,181771000000.0
1509596820000,187674000000.0
1509683220000,196520000000.0
1509769620000,196476000000.0
1509856020000,199882000000.0
1509942420000,196223000000.0
1510028820000,197347000000.0
1510115220000,200886000000.0
1510201620000,205741000000.0
1510288020000,209373000000.0
1510374420000,201328000000.0
1510460820000,201866000000.0
1510547220000,195295000000.0
1510633620000,205920000000.0
1510720020000,213100000000.0
1510806420000,217546000000.0
1510892820000,227660000000.0
1510979220000,227908000000.0
1511065620000,234336000000.0
1511152020000,238118000000.0
1511238420000,233769000000.0
1511324820000,241867000000.0
1511411220000,250651000000.0
1511497620000,254653000000.0
1511584020000,263965000000.0
1511670420000,282099000000.0
1511756820000,302203000000.0
1511843220000,305615000000.0
1511929620000,323188000000.0
1512016020000,318688000000.0
1512102420000,302402000000.0
1512188820000,325740000000.0
1512275220000,330652000000.0
1512361620000,344045000000.0
1512448020000,348369000000.0
1512534420000,367422000000.0
1512620820000,397334000000.0
1512707220000,436897000000.0
1512793620000,440583000000.0
1512880020000,365653000000.0
1512966420000,440608000000.0
1513052820000,458971000000.0
1513139220000,472859000000.0
1513225620000,505321000000.0
1513312020000,520549000000.0
1513398420000,541789000000.0
1513484820000,584787000000.0
1513571220000,582025000000.0
1513657620000,633650000000.0
1513744020000,608453000000.0
1513830420000,637502000000.0
1513916820000,557481000000.0
1514003220000,561639000000.0
1514089620000,533020000000.0
1514176020000,532408000000.0
1514262420000,581764000000.0
1514348820000,617212000000.0
1514435220000,568340000000.0
1514521620000,590472000000.0
1514608020000,590888000000.0
1514694420000,564832000000.0
1514780820000,603724000000.0
1514867220000,627106000000.0
1514953620000,691478000000.0
1515040020000,749674000000.0
1515126420000,763168000000.0
1515212820000,781086000000.0
1515299220000,815294000000.0
1515385620000,814217000000.0
1515472020000,761526000000.0
1515558420000,724166000000.0
1515644820000,637150000000.0
1515731220000,688671000000.0
1515817620000,732905000000.0
1515904020000,736645000000.0
1515990420000,703288000000.0
1516076820000,645581000000.0
1516163220000,494903000000.0
1516249620000,564569000000.0
1516336020000,553271000000.0
1516422420000,582182000000.0
1516508820000,612944000000.0
1516595220000,572329000000.0
1516681620000,528340000000.0
1516768020000,515517000000.0
1516854420000,569994000000.0
1516940820000,561557000000.0
1517027220000,543458000000.0
1517113620000,573704000000.0
1517200020000,582340000000.0
1517286420000,558786000000.0
1517372820000,494601000000.0
1517459220000,513068000000.0
1517545620000,424046000000.0
1517632020000,395414000000.0
1517718420000,444119000000.0
1517804820000,389085000000.0
1517891220000,292500000000.0
1517977620000,345544000000.0
1518064020000,384555000000.0
1518150420000,388281000000.0
1518236820000,441165000000.0
1518323220000,397314000000.0
1518409620000,417467000000.0
1518496020000,422668000000.0
1518582420000,428860000000.0
1518668820000,468861000000.0
1518755220000,479582000000.0
1518841620000,499173000000.0
1518928020000,506011000000.0
1519014420000,488442000000.0
1519100820000,510509000000.0
1519187220000,472914000000.0
1519273620000,465563000000.0
1519360020000,435055000000.0
1519446420000,460906000000.0
1519532820000,432374000000.0
1519619220000,431244000000.0
1519705620000,451505000000.0
1519792020000,466354000000.0
1519878420000,442673000000.0
1519964820000,461579000000.0
1520051220000,464366000000.0
1520137620000,454201000000.0
1520185620000,458485000000.0
